sessionNo|startHour|startWeekday|duration|cCount|cMinPrice|cMaxPrice|cSumPrice|bCount|bMinPrice|bMaxPrice|bSumPrice|bStep|onlineStatus|availability|customerNo|maxVal|customerScore|accountLifetime|payments|age|address|lastOrder|order
948|8|5|18.841|2|39.99|39.99|79.98|1|39.99|39.99|39.99|?|?|?|?|?|?|?|?|?|?|?|n
949|8|5|1651.95|4|49.99|89.99|189.97|1|49.99|49.99|49.99|?|?|?|444|700|459|6|3|25|2|33|y
949|8|5|1820.814|6|19.99|89.99|259.95|1|49.99|49.99|49.99|1|y|completely orderable|444|700|459|6|3|25|2|33|y
949|8|5|16324.386|9|19.99|89.99|359.93|2|49.99|49.99|99.98|?|?|?|444|700|459|6|3|25|2|33|y
949|8|5|16431.488|13|19.99|89.99|469.9|3|29.99|49.99|129.97|?|?|?|444|700|459|6|3|25|2|33|y
949|8|5|17075.601|22|19.99|99.99|664.87|3|29.99|49.99|129.97|1|y|completely orderable|444|700|459|6|3|25|2|33|y
949|8|5|17168.301|22|19.99|99.99|664.87|3|29.99|49.99|129.97|?|y|completely orderable|444|700|459|6|3|25|2|33|y
949|8|5|17197.369|22|19.99|99.99|664.87|3|29.99|49.99|129.97|4|y|completely orderable|444|700|459|6|3|25|2|33|y
949|8|5|17254.006|22|19.99|99.99|664.87|3|29.99|49.99|129.97|?|y|completely orderable|444|700|459|6|3|25|2|33|y
950|8|5|0.0|1|279.0|279.0|279.0|1|279.0|279.0|279.0|?|?|?|445|1000|523|145|8|61|1|11|n
950|8|5|35.357|1|279.0|279.0|279.0|1|279.0|279.0|279.0|1|y|?|445|1000|523|145|8|61|1|11|n
951|8|5|695.734|12|19.99|29.99|265.11|1|19.99|19.99|19.99|?|?|?|446|600|597|33|3|41|2|201|y
951|8|5|918.047|16|5.0|29.99|300.1|2|5.0|19.99|24.99|?|?|?|446|600|597|33|3|41|2|201|y
951|8|5|1473.419|23|5.0|29.99|435.08|2|5.0|19.99|24.99|?|y|completely orderable|446|600|597|33|3|41|2|201|y
951|8|5|1509.429|23|5.0|29.99|435.08|2|5.0|19.99|24.99|4|y|completely orderable|446|600|597|33|3|41|2|201|y
951|8|5|1533.283|23|5.0|29.99|435.08|2|5.0|19.99|24.99|?|y|completely orderable|446|600|597|33|3|41|2|201|y
952|8|5|93.384|2|7.5|7.5|15.0|1|7.5|7.5|7.5|?|?|?|?|?|?|?|?|?|?|?|n
952|8|5|131.996|2|7.5|7.5|15.0|1|7.5|7.5|7.5|2|y|completely orderable|?|?|?|?|?|?|?|?|n
952|8|5|176.633|2|7.5|7.5|15.0|1|7.5|7.5|7.5|2|y|completely orderable|?|?|?|?|?|?|?|?|n
953|8|5|0.0|1|6.99|6.99|6.99|1|6.99|6.99|6.99|?|?|?|47|300|537|5|0|53|1|32|n
953|8|5|7.061|1|6.99|6.99|6.99|1|6.99|6.99|6.99|?|y|completely orderable|47|300|537|5|0|53|1|32|n
954|8|5|305.33|15|29.99|110.0|799.91|1|49.99|49.99|49.99|?|?|?|447|300|454|0|0|30|2|40|y
954|8|5|312.566|15|29.99|110.0|799.91|1|49.99|49.99|49.99|2|y|completely orderable|447|300|454|0|0|30|2|40|y
954|8|5|438.293|15|29.99|110.0|799.91|1|49.99|49.99|49.99|1|y|completely orderable|447|300|454|0|0|30|2|40|y
954|8|5|467.379|15|29.99|110.0|799.91|1|49.99|49.99|49.99|2|y|completely orderable|447|300|454|0|0|30|2|40|y
954|8|5|482.442|15|29.99|110.0|799.91|1|49.99|49.99|49.99|3|y|completely orderable|447|300|454|0|0|30|2|40|y
954|8|5|506.827|15|29.99|110.0|799.91|1|49.99|49.99|49.99|4|y|completely orderable|447|300|454|0|0|30|2|40|y
954|8|5|519.28|15|29.99|110.0|799.91|1|49.99|49.99|49.99|5|y|completely orderable|447|300|454|0|0|30|2|40|y
955|8|5|39.789|2|99.99|99.99|199.98|1|99.99|99.99|99.99|?|?|?|?|?|?|?|?|?|?|?|n
955|8|5|49.792|2|99.99|99.99|199.98|1|99.99|99.99|99.99|2|y|completely orderable|?|?|?|?|?|?|?|?|n
956|8|5|46.731|4|49.99|339.99|569.96|1|89.99|89.99|89.99|?|?|?|?|?|?|?|?|?|?|?|n
957|8|5|8.653|2|22.99|22.99|45.98|1|22.99|22.99|22.99|?|?|?|448|4000|534|146|6|54|2|38|y
957|8|5|21.076|2|22.99|22.99|45.98|1|22.99|22.99|22.99|1|y|completely orderable|448|4000|534|146|6|54|2|38|y
957|8|5|439.886|2|22.99|22.99|45.98|1|22.99|22.99|22.99|2|y|completely orderable|448|4000|534|146|6|54|2|38|y
957|8|5|478.931|2|22.99|22.99|45.98|1|22.99|22.99|22.99|2|y|completely orderable|448|4000|534|146|6|54|2|38|y
957|8|5|525.384|2|22.99|22.99|45.98|1|22.99|22.99|22.99|2|y|completely orderable|448|4000|534|146|6|54|2|38|y
957|8|5|552.614|2|22.99|22.99|45.98|1|22.99|22.99|22.99|?|y|completely orderable|448|4000|534|146|6|54|2|38|y
957|8|5|558.424|2|22.99|22.99|45.98|1|22.99|22.99|22.99|3|y|completely orderable|448|4000|534|146|6|54|2|38|y
957|8|5|608.296|2|22.99|22.99|45.98|1|22.99|22.99|22.99|?|y|completely orderable|448|4000|534|146|6|54|2|38|y
957|8|5|623.449|2|22.99|22.99|45.98|1|22.99|22.99|22.99|4|y|completely orderable|448|4000|534|146|6|54|2|38|y
957|8|5|648.236|2|22.99|22.99|45.98|1|22.99|22.99|22.99|?|y|completely orderable|448|4000|534|146|6|54|2|38|y
958|8|5|584.662|13|19.99|39.99|389.87|1|19.99|19.99|19.99|?|?|?|?|?|?|?|?|?|?|?|y
958|8|5|998.52|21|19.99|39.99|629.79|2|19.99|29.99|49.98|?|?|?|?|?|?|?|?|?|?|?|y
958|8|5|1372.861|32|10.99|39.99|797.7|3|10.99|29.99|60.97|?|?|?|?|?|?|?|?|?|?|?|y
958|8|5|1437.346|35|9.99|39.99|827.67|4|9.99|29.99|70.96|?|?|?|?|?|?|?|?|?|?|?|y
958|8|5|1460.661|35|9.99|39.99|827.67|4|9.99|29.99|70.96|1|y|completely orderable|?|?|?|?|?|?|?|?|y
958|8|5|1529.559|35|9.99|39.99|827.67|4|9.99|29.99|70.96|3|y|completely orderable|?|?|?|?|?|?|?|?|y
958|8|5|1597.333|35|9.99|39.99|827.67|4|9.99|29.99|70.96|4|y|completely orderable|?|?|?|?|?|?|?|?|y
958|8|5|1695.344|35|9.99|39.99|827.67|4|9.99|29.99|70.96|5|y|completely orderable|?|?|?|?|?|?|?|?|y
959|8|5|203.444|15|27.99|29.99|439.85|1|27.99|27.99|27.99|?|?|?|449|600|420|10|4|31|1|24|y
959|8|5|338.108|23|27.99|29.99|665.77|2|27.99|27.99|55.98|?|?|?|449|600|420|10|4|31|1|24|y
959|8|5|826.778|37|3.0|34.99|947.5|3|3.0|27.99|58.98|?|?|?|449|600|420|10|4|31|1|24|y
959|8|5|1605.699|73|3.0|34.99|1132.5|3|3.0|27.99|58.98|1|y|completely orderable|449|600|420|10|4|31|1|24|y
959|8|5|1619.726|74|3.0|34.99|1160.49|3|3.0|27.99|58.98|1|y|completely orderable|449|600|420|10|4|31|1|24|y
959|8|5|1637.747|74|3.0|34.99|1160.49|3|3.0|27.99|58.98|1|y|completely orderable|449|600|420|10|4|31|1|24|y
959|8|5|1656.645|77|3.0|34.99|1244.46|4|3.0|27.99|86.97|?|?|?|449|600|420|10|4|31|1|24|y
959|8|5|1660.229|77|3.0|34.99|1244.46|4|3.0|27.99|86.97|1|y|mainly orderable|449|600|420|10|4|31|1|24|y
959|8|5|1706.461|77|3.0|34.99|1244.46|4|3.0|27.99|86.97|2|y|completely orderable|449|600|420|10|4|31|1|24|y
959|8|5|1729.363|77|3.0|34.99|1244.46|4|3.0|27.99|86.97|?|y|completely orderable|449|600|420|10|4|31|1|24|y
959|8|5|1737.274|77|3.0|34.99|1244.46|4|3.0|27.99|86.97|4|y|completely orderable|449|600|420|10|4|31|1|24|y
959|8|5|1757.643|77|3.0|34.99|1244.46|4|3.0|27.99|86.97|?|y|completely orderable|449|600|420|10|4|31|1|24|y
960|8|5|0.0|1|59.99|59.99|59.99|1|59.99|59.99|59.99|?|?|?|450|600|488|16|11|23|1|24|n
961|8|5|753.213|3|7.99|13.0|28.98|0|?|?|?|1|y|completely orderable|451|500|463|2|1|38|2|21|n
961|8|5|855.906|3|7.99|13.0|28.98|0|?|?|?|3|y|completely orderable|451|500|463|2|1|38|2|21|n
961|8|5|884.611|3|7.99|13.0|28.98|0|?|?|?|4|y|completely orderable|451|500|463|2|1|38|2|21|n
961|8|5|960.002|3|7.99|13.0|28.98|0|?|?|?|4|y|completely orderable|451|500|463|2|1|38|2|21|n
961|8|5|993.146|3|7.99|13.0|28.98|0|?|?|?|5|y|completely orderable|451|500|463|2|1|38|2|21|n
962|8|5|215.948|3|14.99|14.99|29.98|1|14.99|14.99|14.99|?|?|?|452|800|523|56|9|28|2|35|n
962|8|5|241.465|3|14.99|14.99|29.98|1|14.99|14.99|14.99|?|y|completely orderable|452|800|523|56|9|28|2|35|n
962|8|5|288.487|3|14.99|14.99|29.98|1|14.99|14.99|14.99|4|y|completely orderable|452|800|523|56|9|28|2|35|n
962|8|5|312.881|3|14.99|14.99|29.98|1|14.99|14.99|14.99|4|y|completely orderable|452|800|523|56|9|28|2|35|n
962|8|5|341.543|3|14.99|14.99|29.98|1|14.99|14.99|14.99|4|y|completely orderable|452|800|523|56|9|28|2|35|n
962|8|5|373.604|3|14.99|14.99|29.98|1|14.99|14.99|14.99|4|y|completely orderable|452|800|523|56|9|28|2|35|n
962|8|5|836.716|8|3.0|14.99|50.98|2|3.0|14.99|17.99|?|?|?|452|800|523|56|9|28|2|35|n
962|8|5|2939.749|17|0.99|14.99|80.96|3|0.99|14.99|18.98|?|?|?|452|800|523|56|9|28|2|35|n
962|8|5|3845.548|22|0.99|14.99|93.86|4|0.99|14.99|23.93|?|?|?|452|800|523|56|9|28|2|35|n
962|8|5|3896.903|24|0.99|14.99|103.76|5|0.99|14.99|28.88|?|?|?|452|800|523|56|9|28|2|35|n
962|8|5|3943.443|27|0.99|14.99|108.71|6|0.99|14.99|30.38|?|?|?|452|800|523|56|9|28|2|35|n
962|8|5|3965.94|27|0.99|14.99|108.71|6|0.99|14.99|30.38|?|y|completely orderable|452|800|523|56|9|28|2|35|n
962|8|5|3978.837|27|0.99|14.99|108.71|6|0.99|14.99|30.38|4|y|completely orderable|452|800|523|56|9|28|2|35|n
962|8|5|4011.432|27|0.99|14.99|108.71|6|0.99|14.99|30.38|4|y|completely orderable|452|800|523|56|9|28|2|35|n
963|8|5|10.771|3|4.0|4.0|12.0|1|4.0|4.0|4.0|?|?|?|453|500|431|7|30|20|2|10|y
963|8|5|28.8|6|4.0|4.0|24.0|2|4.0|4.0|8.0|?|?|?|453|500|431|7|30|20|2|10|y
963|8|5|50.161|6|4.0|4.0|24.0|2|4.0|4.0|8.0|1|y|completely not orderable|453|500|431|7|30|20|2|10|y
963|8|5|907.728|10|3.0|4.99|31.99|2|4.0|4.0|8.0|1|y|completely not orderable|453|500|431|7|30|20|2|10|y
963|8|5|1017.668|10|3.0|4.99|31.99|2|4.0|4.0|8.0|1|y|mainly not orderable|453|500|431|7|30|20|2|10|y
963|8|5|1336.855|16|3.0|4.99|55.99|2|4.0|4.0|8.0|1|y|mainly not orderable|453|500|431|7|30|20|2|10|y
963|8|5|1452.2|16|3.0|4.99|55.99|2|4.0|4.0|8.0|1|y|completely orderable|453|500|431|7|30|20|2|10|y
963|8|5|1677.771|20|3.0|4.99|58.99|2|4.0|4.0|8.0|1|y|completely orderable|453|500|431|7|30|20|2|10|y
963|8|5|1753.158|22|3.0|4.99|66.97|3|3.99|4.0|11.99|?|?|?|453|500|431|7|30|20|2|10|y
963|8|5|1898.599|22|3.0|4.99|66.97|3|3.99|4.0|11.99|1|y|completely orderable|453|500|431|7|30|20|2|10|y
963|8|5|1923.207|22|3.0|4.99|66.97|3|3.99|4.0|11.99|1|y|completely orderable|453|500|431|7|30|20|2|10|y
963|8|5|2224.977|26|0.0|4.99|81.94|4|3.99|4.99|16.98|?|?|?|453|500|431|7|30|20|2|10|y
963|8|5|2253.626|26|0.0|4.99|81.94|4|3.99|4.99|16.98|1|y|completely orderable|453|500|431|7|30|20|2|10|y
963|8|5|2271.867|26|0.0|4.99|81.94|4|3.99|4.99|16.98|?|y|completely orderable|453|500|431|7|30|20|2|10|y
963|8|5|2284.001|26|0.0|4.99|81.94|4|3.99|4.99|16.98|4|y|completely orderable|453|500|431|7|30|20|2|10|y
963|8|5|2302.488|26|0.0|4.99|81.94|4|3.99|4.99|16.98|?|y|completely orderable|453|500|431|7|30|20|2|10|y
964|8|5|46.6|3|69.95|69.95|209.85|1|69.95|69.95|69.95|?|?|?|454|4000|568|219|5|48|2|152|y
964|8|5|112.654|6|11.99|69.95|245.82|2|11.99|69.95|81.94|?|?|?|454|4000|568|219|5|48|2|152|y
964|8|5|238.488|9|11.99|69.95|305.79|3|11.99|69.95|101.93|?|?|?|454|4000|568|219|5|48|2|152|y
964|8|5|375.475|13|11.99|69.95|385.75|4|11.99|69.95|121.92|?|?|?|454|4000|568|219|5|48|2|152|y
964|8|5|399.528|17|11.99|69.95|465.71|5|11.99|69.95|141.91|?|?|?|454|4000|568|219|5|48|2|152|y
964|8|5|444.642|20|11.99|69.95|525.68|6|11.99|69.95|161.9|?|?|?|454|4000|568|219|5|48|2|152|y
964|8|5|533.918|23|11.99|69.95|581.65|7|11.99|69.95|179.89|?|?|?|454|4000|568|219|5|48|2|152|y
964|8|5|589.081|26|11.99|69.95|627.62|8|11.99|69.95|193.88|?|?|?|454|4000|568|219|5|48|2|152|y
964|8|5|693.738|32|11.99|69.95|713.57|9|11.99|69.95|211.87|?|?|?|454|4000|568|219|5|48|2|152|y
964|8|5|723.484|35|11.99|69.95|767.54|10|11.99|69.95|229.86|?|?|?|454|4000|568|219|5|48|2|152|y
964|8|5|766.568|37|11.99|69.95|857.52|11|11.99|69.95|274.85|?|?|?|454|4000|568|219|5|48|2|152|y
964|8|5|780.413|37|11.99|69.95|857.52|11|11.99|69.95|274.85|1|y|completely orderable|454|4000|568|219|5|48|2|152|y
964|8|5|937.06|37|11.99|69.95|857.52|11|11.99|69.95|274.85|2|y|completely orderable|454|4000|568|219|5|48|2|152|y
964|8|5|965.703|37|11.99|69.95|857.52|11|11.99|69.95|274.85|?|y|completely orderable|454|4000|568|219|5|48|2|152|y
965|8|5|15.993|2|595.0|595.0|1190.0|1|595.0|595.0|595.0|?|?|?|455|500|473|111|1|42|1|12|n
965|8|5|187.921|5|129.0|595.0|2164.0|1|595.0|595.0|595.0|3|y|completely orderable|455|500|473|111|1|42|1|12|n
965|8|5|243.626|5|129.0|595.0|2164.0|1|595.0|595.0|595.0|1|y|completely orderable|455|500|473|111|1|42|1|12|n
965|8|5|1071.261|16|89.9|595.0|4171.56|2|89.9|595.0|684.9|?|?|?|455|500|473|111|1|42|1|12|n
965|8|5|1166.351|19|89.9|595.0|4510.45|2|89.9|595.0|684.9|1|y|completely orderable|455|500|473|111|1|42|1|12|n
965|8|5|1322.565|19|89.9|595.0|4510.45|2|89.9|595.0|684.9|1|y|completely orderable|455|500|473|111|1|42|1|12|n
965|8|5|1356.865|19|89.9|595.0|4510.45|2|89.9|595.0|684.9|1|y|completely orderable|455|500|473|111|1|42|1|12|n
965|8|5|1370.917|19|89.9|595.0|4510.45|2|89.9|595.0|684.9|3|y|completely orderable|455|500|473|111|1|42|1|12|n
965|8|5|1484.786|19|89.9|595.0|4510.45|2|89.9|595.0|684.9|1|y|completely orderable|455|500|473|111|1|42|1|12|n
966|8|5|2820.523|15|34.99|799.0|9987.99|1|699.0|699.0|699.0|?|?|?|?|?|?|?|?|?|?|?|n
967|8|5|361.618|11|5.0|19.99|154.92|1|9.99|9.99|9.99|?|?|?|456|900|461|43|2|43|2|44|y
967|8|5|1522.662|51|5.0|49.95|925.38|2|9.99|19.99|29.98|?|?|?|456|900|461|43|2|43|2|44|y
967|8|5|2202.247|77|5.0|49.95|1370.07|3|9.99|29.95|59.93|?|?|?|456|900|461|43|2|43|2|44|y
967|8|5|2418.256|86|5.0|49.95|1789.62|4|9.99|49.95|109.88|?|?|?|456|900|461|43|2|43|2|44|y
967|8|5|2930.309|100|5.0|49.95|1995.52|5|9.99|49.95|134.87|?|?|?|456|900|461|43|2|43|2|44|y
967|8|5|3167.258|110|5.0|69.95|2360.34|6|9.99|49.95|164.86|?|?|?|456|900|461|43|2|43|2|44|y
967|8|5|3182.048|110|5.0|69.95|2360.34|6|9.99|49.95|164.86|1|y|completely orderable|456|900|461|43|2|43|2|44|y
967|8|5|3207.218|111|5.0|69.95|2370.33|6|9.99|49.95|164.86|1|y|completely orderable|456|900|461|43|2|43|2|44|y
967|8|5|3227.727|112|5.0|69.95|2390.32|6|9.99|49.95|164.86|1|y|completely orderable|456|900|461|43|2|43|2|44|y
967|8|5|3242.987|113|5.0|69.95|2420.27|6|9.99|49.95|164.86|1|y|completely orderable|456|900|461|43|2|43|2|44|y
967|8|5|3261.108|114|5.0|69.95|2470.22|6|9.99|49.95|164.86|1|y|completely orderable|456|900|461|43|2|43|2|44|y
967|8|5|3277.941|115|5.0|69.95|2495.21|6|9.99|49.95|164.86|1|y|completely orderable|456|900|461|43|2|43|2|44|y
967|8|5|3292.739|116|5.0|69.95|2525.2|6|9.99|49.95|164.86|1|y|completely orderable|456|900|461|43|2|43|2|44|y
967|8|5|3520.802|119|5.0|69.95|2619.13|6|9.99|49.95|164.86|1|y|completely orderable|456|900|461|43|2|43|2|44|y
967|8|5|3566.706|119|5.0|69.95|2619.13|6|9.99|49.95|164.86|2|y|completely orderable|456|900|461|43|2|43|2|44|y
967|8|5|3585.259|119|5.0|69.95|2619.13|6|9.99|49.95|164.86|2|y|completely orderable|456|900|461|43|2|43|2|44|y
967|8|5|3626.66|119|5.0|69.95|2619.13|6|9.99|49.95|164.86|2|y|completely orderable|456|900|461|43|2|43|2|44|y
967|8|5|3645.922|119|5.0|69.95|2619.13|6|9.99|49.95|164.86|?|y|completely orderable|456|900|461|43|2|43|2|44|y
967|8|5|3658.938|119|5.0|69.95|2619.13|6|9.99|49.95|164.86|4|y|completely orderable|456|900|461|43|2|43|2|44|y
967|8|5|3706.587|119|5.0|69.95|2619.13|6|9.99|49.95|164.86|?|y|completely orderable|456|900|461|43|2|43|2|44|y
967|8|5|3756.18|119|5.0|69.95|2619.13|6|9.99|49.95|164.86|3|y|completely orderable|456|900|461|43|2|43|2|44|y
967|8|5|3787.864|119|5.0|69.95|2619.13|6|9.99|49.95|164.86|?|y|completely orderable|456|900|461|43|2|43|2|44|y
968|8|5|399.277|27|7.49|39.99|90.95|1|7.49|7.49|7.49|?|?|?|?|?|?|?|?|?|?|?|n
968|8|5|789.146|52|7.49|39.99|140.93|2|7.49|24.99|32.48|?|?|?|?|?|?|?|?|?|?|?|n
969|8|5|0.0|1|13.99|13.99|13.99|1|13.99|13.99|13.99|?|?|?|457|600|569|348|2|52|2|161|n
969|8|5|0.0|2|13.99|13.99|27.98|2|13.99|13.99|27.98|?|?|?|457|600|569|348|2|52|2|161|n
969|8|5|0.0|3|13.99|13.99|41.97|3|13.99|13.99|41.97|?|?|?|457|600|569|348|2|52|2|161|n
969|8|5|0.0|4|13.99|13.99|55.96|4|13.99|13.99|55.96|?|?|?|457|600|569|348|2|52|2|161|n
969|8|5|81.948|4|13.99|13.99|55.96|4|13.99|13.99|55.96|1|y|?|457|600|569|348|2|52|2|161|n
970|8|5|7464.74|6|62.99|319.99|445.97|1|62.99|62.99|62.99|?|?|?|458|3900|487|154|11|54|2|15|n
970|8|5|7470.553|6|62.99|319.99|445.97|1|62.99|62.99|62.99|3|y|completely orderable|458|3900|487|154|11|54|2|15|n
971|8|5|0.0|1|6.99|6.99|6.99|1|6.99|6.99|6.99|?|?|?|?|?|?|?|?|?|?|?|n
971|8|5|10.172|1|6.99|6.99|6.99|1|6.99|6.99|6.99|2|y|completely orderable|?|?|?|?|?|?|?|?|n
972|8|5|0.0|1|6.99|6.99|6.99|1|6.99|6.99|6.99|?|?|?|47|300|537|5|0|53|1|32|n
972|8|5|41.179|1|6.99|6.99|6.99|1|6.99|6.99|6.99|?|y|completely orderable|47|300|537|5|0|53|1|32|n
973|8|5|1312.326|13|299.99|429.99|4759.87|1|399.99|399.99|399.99|?|?|?|459|1300|553|178|0|44|2|737|y
973|8|5|1327.243|13|299.99|429.99|4759.87|1|399.99|399.99|399.99|1|y|completely orderable|459|1300|553|178|0|44|2|737|y
973|8|5|1406.819|13|299.99|429.99|4759.87|1|399.99|399.99|399.99|2|y|completely orderable|459|1300|553|178|0|44|2|737|y
973|8|5|1562.15|13|299.99|429.99|4759.87|1|399.99|399.99|399.99|2|y|completely orderable|459|1300|553|178|0|44|2|737|y
973|8|5|1640.421|13|299.99|429.99|4759.87|1|399.99|399.99|399.99|2|y|completely orderable|459|1300|553|178|0|44|2|737|y
973|8|5|1662.768|13|299.99|429.99|4759.87|1|399.99|399.99|399.99|?|y|completely orderable|459|1300|553|178|0|44|2|737|y
973|8|5|1672.415|13|299.99|429.99|4759.87|1|399.99|399.99|399.99|4|y|completely orderable|459|1300|553|178|0|44|2|737|y
973|8|5|1709.964|13|299.99|429.99|4759.87|1|399.99|399.99|399.99|?|y|completely orderable|459|1300|553|178|0|44|2|737|y
974|8|5|171.606|9|10.0|59.95|288.84|1|15.0|15.0|15.0|?|?|?|460|500|566|17|1|29|2|76|n
974|8|5|480.629|13|10.0|79.95|523.68|2|15.0|79.95|94.95|?|?|?|460|500|566|17|1|29|2|76|n
974|8|5|499.119|13|10.0|79.95|523.68|2|15.0|79.95|94.95|2|y|completely orderable|460|500|566|17|1|29|2|76|n
975|8|5|1716.932|14|13.0|44.95|387.71|1|19.99|19.99|19.99|?|?|?|461|2600|572|143|1|41|2|247|n
976|8|5|1270.835|10|15.99|64.99|164.95|1|27.99|27.99|27.99|?|?|?|462|800|422|147|10|50|1|12|y
976|8|5|1285.397|10|15.99|64.99|164.95|1|27.99|27.99|27.99|?|y|completely orderable|462|800|422|147|10|50|1|12|y
976|8|5|1310.732|10|15.99|64.99|164.95|1|27.99|27.99|27.99|3|y|completely orderable|462|800|422|147|10|50|1|12|y
976|8|5|1668.979|12|15.99|64.99|220.93|1|27.99|27.99|27.99|1|y|completely orderable|462|800|422|147|10|50|1|12|y
976|8|5|1673.868|12|15.99|64.99|220.93|1|27.99|27.99|27.99|?|y|completely orderable|462|800|422|147|10|50|1|12|y
977|8|5|0.0|1|59.99|59.99|59.99|1|59.99|59.99|59.99|?|?|?|463|300|401|0|0|20|2|34|y
977|8|5|18.008|1|59.99|59.99|59.99|1|59.99|59.99|59.99|1|y|completely orderable|463|300|401|0|0|20|2|34|y
977|8|5|45.324|1|59.99|59.99|59.99|1|59.99|59.99|59.99|2|y|completely orderable|463|300|401|0|0|20|2|34|y
977|8|5|376.123|1|59.99|59.99|59.99|1|59.99|59.99|59.99|3|y|completely orderable|463|300|401|0|0|20|2|34|y
977|8|5|407.28|1|59.99|59.99|59.99|1|59.99|59.99|59.99|4|y|completely orderable|463|300|401|0|0|20|2|34|y
977|8|5|442.17|1|59.99|59.99|59.99|1|59.99|59.99|59.99|5|y|completely orderable|463|300|401|0|0|20|2|34|y
978|8|5|431.249|5|7.99|34.99|108.95|1|34.99|34.99|34.99|?|?|?|?|?|?|?|?|?|?|?|n
979|8|5|0.0|1|6.99|6.99|6.99|1|6.99|6.99|6.99|?|?|?|?|?|?|?|?|?|?|?|n
979|8|5|6.239|1|6.99|6.99|6.99|1|6.99|6.99|6.99|2|y|completely orderable|?|?|?|?|?|?|?|?|n
980|8|5|118.496|5|9.99|9.99|49.95|1|9.99|9.99|9.99|?|?|?|464|2200|544|285|130|49|2|10|y
980|8|5|280.564|8|9.99|14.99|89.92|1|9.99|9.99|9.99|2|y|completely orderable|464|2200|544|285|130|49|2|10|y
980|8|5|297.916|8|9.99|14.99|89.92|1|9.99|9.99|9.99|3|y|completely orderable|464|2200|544|285|130|49|2|10|y
980|8|5|345.103|8|9.99|14.99|89.92|1|9.99|9.99|9.99|4|y|completely orderable|464|2200|544|285|130|49|2|10|y
980|8|5|353.058|8|9.99|14.99|89.92|1|9.99|9.99|9.99|5|y|completely orderable|464|2200|544|285|130|49|2|10|y
980|8|5|414.93|11|3.99|14.99|107.89|2|3.99|9.99|13.98|?|?|?|464|2200|544|285|130|49|2|10|y
980|8|5|450.128|11|3.99|14.99|107.89|2|3.99|9.99|13.98|1|y|completely orderable|464|2200|544|285|130|49|2|10|y
980|8|5|456.415|11|3.99|14.99|107.89|2|3.99|9.99|13.98|1|y|completely orderable|464|2200|544|285|130|49|2|10|y
980|8|5|463.345|11|3.99|14.99|107.89|2|3.99|9.99|13.98|3|y|completely orderable|464|2200|544|285|130|49|2|10|y
980|8|5|530.048|11|3.99|14.99|107.89|2|3.99|9.99|13.98|4|y|completely orderable|464|2200|544|285|130|49|2|10|y
980|8|5|537.433|11|3.99|14.99|107.89|2|3.99|9.99|13.98|5|y|completely orderable|464|2200|544|285|130|49|2|10|y
980|8|5|602.72|15|3.99|16.79|162.25|3|3.99|16.79|30.77|?|?|?|464|2200|544|285|130|49|2|10|y
980|8|5|633.498|15|3.99|16.79|162.25|3|3.99|16.79|30.77|1|y|completely orderable|464|2200|544|285|130|49|2|10|y
980|8|5|746.804|15|3.99|16.79|162.25|3|3.99|16.79|30.77|1|y|completely orderable|464|2200|544|285|130|49|2|10|y
980|8|5|767.427|15|3.99|16.79|162.25|3|3.99|16.79|30.77|3|y|completely orderable|464|2200|544|285|130|49|2|10|y
980|8|5|791.729|15|3.99|16.79|162.25|3|3.99|16.79|30.77|4|y|completely orderable|464|2200|544|285|130|49|2|10|y
980|8|5|796.065|15|3.99|16.79|162.25|3|3.99|16.79|30.77|5|y|completely orderable|464|2200|544|285|130|49|2|10|y
981|8|5|0.0|1|49.99|49.99|49.99|1|49.99|49.99|49.99|?|?|?|?|?|?|?|?|?|?|?|n
981|8|5|30.732|1|49.99|49.99|49.99|1|49.99|49.99|49.99|1|y|completely orderable|?|?|?|?|?|?|?|?|n
982|8|5|1985.786|5|9.99|499.99|539.96|1|14.99|14.99|14.99|?|?|?|465|600|566|61|1|31|2|86|n
982|8|5|2005.551|5|9.99|499.99|539.96|1|14.99|14.99|14.99|2|y|completely orderable|465|600|566|61|1|31|2|86|n
982|8|5|2029.042|5|9.99|499.99|539.96|1|14.99|14.99|14.99|?|y|completely orderable|465|600|566|61|1|31|2|86|n
983|8|5|0.0|1|99.99|99.99|99.99|1|99.99|99.99|99.99|?|?|?|?|?|?|?|?|?|?|?|n
983|8|5|0.0|2|99.99|169.0|268.99|2|99.99|169.0|268.99|?|?|?|?|?|?|?|?|?|?|?|n
983|8|5|0.0|3|99.99|169.0|398.98|3|99.99|169.0|398.98|?|?|?|?|?|?|?|?|?|?|?|n
984|8|5|71.394|2|199.99|199.99|399.98|1|199.99|199.99|199.99|?|?|?|?|?|?|?|?|?|?|?|n
984|8|5|118.519|4|199.99|199.99|799.96|2|199.99|199.99|399.98|?|?|?|?|?|?|?|?|?|?|?|n
984|8|5|135.778|6|199.99|199.99|1199.94|3|199.99|199.99|599.97|?|?|?|?|?|?|?|?|?|?|?|n
984|8|5|212.331|9|39.99|199.99|1419.91|4|39.99|199.99|639.96|?|?|?|?|?|?|?|?|?|?|?|n
984|8|5|245.618|9|39.99|199.99|1419.91|4|39.99|199.99|639.96|1|y|completely orderable|?|?|?|?|?|?|?|?|n
